ID,SENTENCE,CATEGORY,ASPECTS,ASPECT CATEGORY,SENTIMENT,ASPECTS_WITH_ASPECT_CATEGORY,ASPECTS_WITH_ASPECT_CATEGORY_AND_SENTIMENT
GPT-1013,the hygiene of the building is exceptional which is reflected in the stunning presentation,RESTAURANT,"['DECORATION', 'HYGIENE']","['RESTAURANT', 'RESTAURANT']","['POSITIVE', 'POSITIVE']","['RESTAURANT-DECORATION', 'RESTAURANT-HYGIENE']","RESTAURANT-DECORATION-POSITIVE, RESTAURANT-HYGIENE-POSITIVE"
GPT-1013,the hygiene of the building is exceptional which is reflected in the stunning presentation,RESTAURANT,"['DECORATION', 'HYGIENE']","['RESTAURANT', 'RESTAURANT']","['POSITIVE', 'POSITIVE']","['RESTAURANT-DECORATION', 'RESTAURANT-HYGIENE']","RESTAURANT-DECORATION-POSITIVE, RESTAURANT-HYGIENE-POSITIVE"
GPT-1014,the general atmosphere of the establishment was great but the wait time was a bit longer than anticipated,RESTAURANT,"['ATMOSPHERE', 'BUILDING']","['RESTAURANT', 'RESTAURANT']","['POSITIVE', 'POSITIVE']","['RESTAURANT-ATMOSPHERE', 'RESTAURANT-BUILDING']","RESTAURANT-ATMOSPHERE-POSITIVE, RESTAURANT-BUILDING-POSITIVE"
GPT-1014,the general atmosphere of the establishment was great but the wait time was a bit longer than anticipated,RESTAURANT,"['ATMOSPHERE', 'BUILDING']","['RESTAURANT', 'RESTAURANT']","['POSITIVE', 'POSITIVE']","['RESTAURANT-ATMOSPHERE', 'RESTAURANT-BUILDING']","RESTAURANT-ATMOSPHERE-POSITIVE, RESTAURANT-BUILDING-POSITIVE"
GPT-1015,the wait time was a bit excessive but the overall quality of service was impressive,SERVICE,"['EXPERIENCE', 'WAIT_TIME']","['SERVICE', 'SERVICE']","['POSITIVE', 'NEGATIVE']","['SERVICE-EXPERIENCE', 'SERVICE-WAIT_TIME']","SERVICE-EXPERIENCE-POSITIVE, SERVICE-WAIT_TIME-NEGATIVE"
GPT-1015,the wait time was a bit excessive but the overall quality of service was impressive,SERVICE,"['EXPERIENCE', 'WAIT_TIME']","['SERVICE', 'SERVICE']","['POSITIVE', 'NEGATIVE']","['SERVICE-EXPERIENCE', 'SERVICE-WAIT_TIME']","SERVICE-EXPERIENCE-POSITIVE, SERVICE-WAIT_TIME-NEGATIVE"
GPT-1016,despite the wait time the general ambiance of the place made for a memorable experience,"AMBIENCE, SERVICE",['WAIT_TIME'],['SERVICE'],['NEGATIVE'],['SERVICE-WAIT_TIME'],SERVICE-WAIT_TIME-NEGATIVE
GPT-1017,the wait time was a bit inconvenient but the general vibe of the establishment made up for it,SERVICE,"['BEHAVIOUR', 'WAIT_TIME']","['SERVICE', 'SERVICE']","['POSITIVE', 'NEGATIVE']","['SERVICE-BEHAVIOUR', 'SERVICE-WAIT_TIME']","SERVICE-BEHAVIOUR-POSITIVE, SERVICE-WAIT_TIME-NEGATIVE"
GPT-1018,the general feeling of the place was welcoming and friendly but the wait time was a bit of a letdown,SERVICE,"['BEHAVIOUR', 'WAIT_TIME']","['SERVICE', 'SERVICE']","['POSITIVE', 'NEGATIVE']","['SERVICE-BEHAVIOUR', 'SERVICE-WAIT_TIME']","SERVICE-BEHAVIOUR-POSITIVE, SERVICE-WAIT_TIME-NEGATIVE"
GPT-1019,the quality of service was impeccable and the staff were extremely friendly,SERVICE,['GENERAL'],['SERVICE'],['POSITIVE'],['SERVICE-GENERAL'],SERVICE-GENERAL-POSITIVE
GPT-102,i was pleased with the great value for the food and drink,"DRINK, FOOD",['PORTION'],['FOOD'],['POSITIVE'],['FOOD-PORTION'],FOOD-PORTION-POSITIVE
GPT-1020,the quality of the drink was top notch and the bartender was very skilled,"DRINK, STAFF","['QUALITY', 'GENERAL']","['FOOD', 'SERVICE']","['POSITIVE', 'POSITIVE']","['FOOD-QUALITY', 'SERVICE-GENERAL']","FOOD-QUALITY-POSITIVE, SERVICE-GENERAL-POSITIVE"
GPT-1021,the quality of the presentation was impressive and the attention to detail was evident,FOOD,['PRESENTATION'],['FOOD'],['POSITIVE'],['FOOD-PRESENTATION'],FOOD-PRESENTATION-POSITIVE
GPT-1022,the quality of the ingredient was evident in every bite of the meal,FOOD,"['INGREDIENT', 'QUALITY']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-INGREDIENT', 'FOOD-QUALITY']","FOOD-INGREDIENT-POSITIVE, FOOD-QUALITY-POSITIVE"
GPT-1023,the quality of the sushi was impressive and the roll were perfectly crafted,FOOD,"['DIET_OPTION', 'QUALITY']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-DIET_OPTION', 'FOOD-QUALITY']","FOOD-DIET_OPTION-POSITIVE, FOOD-QUALITY-POSITIVE"
GPT-1024,the quality of the spa treatment was exceptional and the atmosphere was relaxing,GENERAL,['GENERAL'],['GENERAL'],['NEUTRAL'],['GENERAL-GENERAL'],GENERAL-GENERAL-NEUTRAL
GPT-1024,the quality of the spa treatment was exceptional and the atmosphere was relaxing,GENERAL,['GENERAL'],['GENERAL'],['NEUTRAL'],['GENERAL-GENERAL'],GENERAL-GENERAL-NEUTRAL
GPT-1025,the quality of the room was exceptional and the amenity were luxurious,RESTAURANT,['ATMOSPHERE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-ATMOSPHERE'],RESTAURANT-ATMOSPHERE-POSITIVE
GPT-1025,the quality of the room was exceptional and the amenity were luxurious,RESTAURANT,['ATMOSPHERE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-ATMOSPHERE'],RESTAURANT-ATMOSPHERE-POSITIVE
GPT-1026,the quality of the massage was exceptional and the masseuse was very skilled,GENERAL,['GENERAL'],['GENERAL'],['NEUTRAL'],['GENERAL-GENERAL'],GENERAL-GENERAL-NEUTRAL
GPT-1026,the quality of the massage was exceptional and the masseuse was very skilled,GENERAL,['GENERAL'],['GENERAL'],['NEUTRAL'],['GENERAL-GENERAL'],GENERAL-GENERAL-NEUTRAL
GPT-1027,the quality of the dessert was impressive and the flavor were perfectly balanced,FOOD,"['QUALITY', 'FLAVOR']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-QUALITY', 'FOOD-FLAVOR']","FOOD-QUALITY-POSITIVE, FOOD-FLAVOR-POSITIVE"
GPT-1028,the quality of the cleanliness in the hotel was impressive and the room was spotless,RESTAURANT,['HYGIENE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-HYGIENE'],RESTAURANT-HYGIENE-POSITIVE
GPT-1029,the quality of the cocktail was impressive and the presentation was stunning,DRINK,"['PRESENTATION', 'QUALITY']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-PRESENTATION', 'FOOD-QUALITY']","FOOD-PRESENTATION-POSITIVE, FOOD-QUALITY-POSITIVE"
GPT-103,the restaurant had a fun and lively atmosphere,RESTAURANT,['ATMOSPHERE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-ATMOSPHERE'],RESTAURANT-ATMOSPHERE-POSITIVE
GPT-1030,the quality of the seafood was impressive and the flavor were fresh and delicious,FOOD,"['QUALITY', 'TASTE', 'FLAVOR']","['FOOD', 'FOOD', 'FOOD']","['POSITIVE', 'POSITIVE', 'POSITIVE']","['FOOD-QUALITY', 'FOOD-TASTE', 'FOOD-FLAVOR']","FOOD-QUALITY-POSITIVE, FOOD-TASTE-POSITIVE, FOOD-FLAVOR-POSITIVE"
GPT-1031,the quality of the view from the hotel room were exceptional and the scenery was breathtaking,RESTAURANT,['VIEW'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-VIEW'],RESTAURANT-VIEW-POSITIVE
GPT-1032,the quality of the chicken dish was impressive and the seasoning was spot on,FOOD,"['QUALITY', 'FLAVOR']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-QUALITY', 'FOOD-FLAVOR']","FOOD-QUALITY-POSITIVE, FOOD-FLAVOR-POSITIVE"
GPT-1033,the quality of the gym equipment was impressive and everything was in top condition,GENERAL,['GENERAL'],['GENERAL'],['NEUTRAL'],['GENERAL-GENERAL'],GENERAL-GENERAL-NEUTRAL
GPT-1033,the quality of the gym equipment was impressive and everything was in top condition,GENERAL,['GENERAL'],['GENERAL'],['NEUTRAL'],['GENERAL-GENERAL'],GENERAL-GENERAL-NEUTRAL
GPT-1033,the quality of the gym equipment was impressive and everything was in top condition,GENERAL,['GENERAL'],['GENERAL'],['NEUTRAL'],['GENERAL-GENERAL'],GENERAL-GENERAL-NEUTRAL
GPT-1033,the quality of the gym equipment was impressive and everything was in top condition,GENERAL,['GENERAL'],['GENERAL'],['NEUTRAL'],['GENERAL-GENERAL'],GENERAL-GENERAL-NEUTRAL
GPT-1034,the quality of the seafood pasta was impressive and the sauce was rich and flavorful,FOOD,"['QUALITY', 'FLAVOR']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-QUALITY', 'FOOD-FLAVOR']","FOOD-QUALITY-POSITIVE, FOOD-FLAVOR-POSITIVE"
GPT-1035,the quality of the cleanliness in the restaurant was impressive and the table were spotless,RESTAURANT,['HYGIENE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-HYGIENE'],RESTAURANT-HYGIENE-POSITIVE
GPT-1036,i was impressed by the quality of the wine selection and the knowledge of the sommelier,"DRINK, STAFF","['QUALITY', 'GENERAL']","['FOOD', 'SERVICE']","['POSITIVE', 'POSITIVE']","['FOOD-QUALITY', 'SERVICE-GENERAL']","FOOD-QUALITY-POSITIVE, SERVICE-GENERAL-POSITIVE"
GPT-1037,the quality of the seafood was outstanding and the flavor were perfectly balanced,FOOD,"['QUALITY', 'FLAVOR']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-QUALITY', 'FOOD-FLAVOR']","FOOD-QUALITY-POSITIVE, FOOD-FLAVOR-POSITIVE"
GPT-1038,the quality of the steak was exceptional and it was cooked to perfection,FOOD,"['KITCHEN', 'QUALITY']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-KITCHEN', 'FOOD-QUALITY']","FOOD-KITCHEN-POSITIVE, FOOD-QUALITY-POSITIVE"
GPT-1039,the quality of the coffee was outstanding and the aroma was heavenly,DRINK,['QUALITY'],['FOOD'],['POSITIVE'],['FOOD-QUALITY'],FOOD-QUALITY-POSITIVE
GPT-104,i was pleased with the friendly and helpful staff,STAFF,['BEHAVIOUR'],['SERVICE'],['POSITIVE'],['SERVICE-BEHAVIOUR'],SERVICE-BEHAVIOUR-POSITIVE
GPT-1040,the quality of the atmosphere in the restaurant was cozy and inviting,RESTAURANT,['ATMOSPHERE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-ATMOSPHERE'],RESTAURANT-ATMOSPHERE-POSITIVE
GPT-1041,the quality of the dessert was impressive and the flavor were rich and satisfying,FOOD,"['QUALITY', 'FLAVOR']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-QUALITY', 'FOOD-FLAVOR']","FOOD-QUALITY-POSITIVE, FOOD-FLAVOR-POSITIVE"
GPT-1042,the chef s attention to detail in the plating and cooking technique showed in the quality of the dish,FOOD,"['KITCHEN', 'QUALITY']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-KITCHEN', 'FOOD-QUALITY']","FOOD-KITCHEN-POSITIVE, FOOD-QUALITY-POSITIVE"
GPT-1043,you could taste the quality of the ingredient in every bite of the dish,FOOD,"['INGREDIENT', 'QUALITY']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-INGREDIENT', 'FOOD-QUALITY']","FOOD-INGREDIENT-POSITIVE, FOOD-QUALITY-POSITIVE"
GPT-1044,the kitchen staff were efficient and organized ensuring quality and timely service,STAFF,['GENERAL'],['SERVICE'],['POSITIVE'],['SERVICE-GENERAL'],SERVICE-GENERAL-POSITIVE
GPT-1045,the kitchen s commitment to high quality standard was evident in the consistently delicious food,FOOD,"['QUALITY', 'TASTE']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-QUALITY', 'FOOD-TASTE']","FOOD-QUALITY-POSITIVE, FOOD-TASTE-POSITIVE"
GPT-1046,the quality of the kitchen s preparation and seasoning of the meat was impressive,FOOD,"['KITCHEN', 'FLAVOR']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-KITCHEN', 'FOOD-FLAVOR']","FOOD-KITCHEN-POSITIVE, FOOD-FLAVOR-POSITIVE"
GPT-1047,the attention to detail in the kitchen s presentation of the dish added to the overall quality of the meal,FOOD,"['PRESENTATION', 'QUALITY']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-PRESENTATION', 'FOOD-QUALITY']","FOOD-PRESENTATION-POSITIVE, FOOD-QUALITY-POSITIVE"
GPT-1048,the kitchen s ability to perfectly cook the fish was a testament to their high quality standard,FOOD,"['KITCHEN', 'QUALITY']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-KITCHEN', 'FOOD-QUALITY']","FOOD-KITCHEN-POSITIVE, FOOD-QUALITY-POSITIVE"
GPT-1049,the quality of the kitchen s ingredient was apparent in the rich flavor of the dish,FOOD,"['INGREDIENT', 'FLAVOR']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-INGREDIENT', 'FOOD-FLAVOR']","FOOD-INGREDIENT-POSITIVE, FOOD-FLAVOR-POSITIVE"
GPT-105,the drink were unique and flavorful,DRINK,['FLAVOR'],['FOOD'],['POSITIVE'],['FOOD-FLAVOR'],FOOD-FLAVOR-POSITIVE
GPT-1050,the kitchen s precision and attention to detail was reflected in the high quality of each dish,FOOD,"['KITCHEN', 'QUALITY']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-KITCHEN', 'FOOD-QUALITY']","FOOD-KITCHEN-POSITIVE, FOOD-QUALITY-POSITIVE"
GPT-1051,the kitchen s use of high quality spice and seasoning elevated the flavor of the dish,FOOD,"['KITCHEN', 'FLAVOR']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-KITCHEN', 'FOOD-FLAVOR']","FOOD-KITCHEN-POSITIVE, FOOD-FLAVOR-POSITIVE"
GPT-1052,the kitchen s use of a wood fired oven added a unique flavor to the dish,FOOD,"['KITCHEN', 'FLAVOR']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-KITCHEN', 'FOOD-FLAVOR']","FOOD-KITCHEN-POSITIVE, FOOD-FLAVOR-POSITIVE"
GPT-1053,the kitchen s use of a sou vide machine allowed for perfectly cooked meat every time,FOOD,['KITCHEN'],['FOOD'],['POSITIVE'],['FOOD-KITCHEN'],FOOD-KITCHEN-POSITIVE
GPT-1054,the kitchen s spacious and well organized workstation allowed for a smooth workflow and efficient service,RESTAURANT,['KITCHEN'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-KITCHEN'],RESTAURANT-KITCHEN-POSITIVE
GPT-1055,the kitchen s inclusion of a salad bar allowed for a fresh and healthy option for diner,FOOD,"['DIET_OPTION', 'KITCHEN']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-DIET_OPTION', 'FOOD-KITCHEN']","FOOD-DIET_OPTION-POSITIVE, FOOD-KITCHEN-POSITIVE"
GPT-1056,the kitchen s use of a wok station added a unique flavor to the stir fry dish,FOOD,"['KITCHEN', 'FLAVOR']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-KITCHEN', 'FOOD-FLAVOR']","FOOD-KITCHEN-POSITIVE, FOOD-FLAVOR-POSITIVE"
GPT-1057,he was in charge of the decoration for the party,RESTAURANT,['DECORATION'],['RESTAURANT'],['NEUTRAL'],['RESTAURANT-DECORATION'],RESTAURANT-DECORATION-NEUTRAL
GPT-1057,he was in charge of the decoration for the party,RESTAURANT,['DECORATION'],['RESTAURANT'],['NEUTRAL'],['RESTAURANT-DECORATION'],RESTAURANT-DECORATION-NEUTRAL
GPT-1058,the decoration of the table was elegant and refined,RESTAURANT,['DECORATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-DECORATION'],RESTAURANT-DECORATION-POSITIVE
GPT-1059,the room decoration was simple but tasteful,RESTAURANT,['DECORATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-DECORATION'],RESTAURANT-DECORATION-POSITIVE
GPT-106,the staff at this restaurant were incredibly friendly and attentive,STAFF,['BEHAVIOUR'],['SERVICE'],['POSITIVE'],['SERVICE-BEHAVIOUR'],SERVICE-BEHAVIOUR-POSITIVE
GPT-1060,the decoration of the garden was whimsical and fun,RESTAURANT,['DECORATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-DECORATION'],RESTAURANT-DECORATION-POSITIVE
GPT-1060,the decoration of the garden was whimsical and fun,RESTAURANT,['DECORATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-DECORATION'],RESTAURANT-DECORATION-POSITIVE
GPT-1061,the decoration of the living room was cozy and inviting,RESTAURANT,['DECORATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-DECORATION'],RESTAURANT-DECORATION-POSITIVE
GPT-1061,the decoration of the living room was cozy and inviting,RESTAURANT,['DECORATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-DECORATION'],RESTAURANT-DECORATION-POSITIVE
GPT-1062,the decoration of the restaurant was elegant and modern,RESTAURANT,['DECORATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-DECORATION'],RESTAURANT-DECORATION-POSITIVE
GPT-1063,the halloween decoration on the porch was spooky,RESTAURANT,['DECORATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-DECORATION'],RESTAURANT-DECORATION-POSITIVE
GPT-1063,the halloween decoration on the porch was spooky,RESTAURANT,['DECORATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-DECORATION'],RESTAURANT-DECORATION-POSITIVE
GPT-1064,the decoration of the museum was informative and interesting,RESTAURANT,['DECORATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-DECORATION'],RESTAURANT-DECORATION-POSITIVE
GPT-1064,the decoration of the museum was informative and interesting,RESTAURANT,['DECORATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-DECORATION'],RESTAURANT-DECORATION-POSITIVE
GPT-1065,the decoration of the baby s room was cute and whimsical,RESTAURANT,['DECORATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-DECORATION'],RESTAURANT-DECORATION-POSITIVE
GPT-1065,the decoration of the baby s room was cute and whimsical,RESTAURANT,['DECORATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-DECORATION'],RESTAURANT-DECORATION-POSITIVE
GPT-1066,the decoration of the classroom was educational and stimulating,RESTAURANT,['DECORATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-DECORATION'],RESTAURANT-DECORATION-POSITIVE
GPT-1066,the decoration of the classroom was educational and stimulating,RESTAURANT,['DECORATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-DECORATION'],RESTAURANT-DECORATION-POSITIVE
GPT-1067,the decoration of the party was colorful and lively,RESTAURANT,['DECORATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-DECORATION'],RESTAURANT-DECORATION-POSITIVE
GPT-1067,the decoration of the party was colorful and lively,RESTAURANT,['DECORATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-DECORATION'],RESTAURANT-DECORATION-POSITIVE
GPT-1068,the decoration of the house was rustic and charming,GENERAL,['GENERAL'],['GENERAL'],['NEUTRAL'],['GENERAL-GENERAL'],GENERAL-GENERAL-NEUTRAL
GPT-1068,the decoration of the house was rustic and charming,GENERAL,['GENERAL'],['GENERAL'],['NEUTRAL'],['GENERAL-GENERAL'],GENERAL-GENERAL-NEUTRAL
GPT-1069,the decoration of the cake was unique and creative,FOOD,['PRESENTATION'],['FOOD'],['POSITIVE'],['FOOD-PRESENTATION'],FOOD-PRESENTATION-POSITIVE
GPT-107,the ambience of the restaurant was cozy and romantic,AMBIENCE,['ATMOSPHERE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-ATMOSPHERE'],RESTAURANT-ATMOSPHERE-POSITIVE
GPT-1070,the decoration of the theater was dramatic and impressive,RESTAURANT,['DECORATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-DECORATION'],RESTAURANT-DECORATION-POSITIVE
GPT-1070,the decoration of the theater was dramatic and impressive,RESTAURANT,['DECORATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-DECORATION'],RESTAURANT-DECORATION-POSITIVE
GPT-1071,the decoration of the library was cozy and bookish,GENERAL,['GENERAL'],['GENERAL'],['NEUTRAL'],['GENERAL-GENERAL'],GENERAL-GENERAL-NEUTRAL
GPT-1071,the decoration of the library was cozy and bookish,GENERAL,['GENERAL'],['GENERAL'],['NEUTRAL'],['GENERAL-GENERAL'],GENERAL-GENERAL-NEUTRAL
GPT-1072,the decoration of the party was themed and cohesive,RESTAURANT,['DECORATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-DECORATION'],RESTAURANT-DECORATION-POSITIVE
GPT-1072,the decoration of the party was themed and cohesive,RESTAURANT,['DECORATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-DECORATION'],RESTAURANT-DECORATION-POSITIVE
GPT-1073,the decoration of the office was minimalist and functional,RESTAURANT,['DECORATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-DECORATION'],RESTAURANT-DECORATION-POSITIVE
GPT-1073,the decoration of the office was minimalist and functional,RESTAURANT,['DECORATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-DECORATION'],RESTAURANT-DECORATION-POSITIVE
GPT-1074,the decoration of the restaurant was eclectic and funky,RESTAURANT,['DECORATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-DECORATION'],RESTAURANT-DECORATION-POSITIVE
GPT-1075,the decoration of the playroom was colorful and playful,RESTAURANT,['DECORATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-DECORATION'],RESTAURANT-DECORATION-POSITIVE
GPT-1075,the decoration of the playroom was colorful and playful,RESTAURANT,['DECORATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-DECORATION'],RESTAURANT-DECORATION-POSITIVE
GPT-1076,the decoration of the christmas tree was traditional and classic,RESTAURANT,['DECORATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-DECORATION'],RESTAURANT-DECORATION-POSITIVE
GPT-1076,the decoration of the christmas tree was traditional and classic,RESTAURANT,['DECORATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-DECORATION'],RESTAURANT-DECORATION-POSITIVE
GPT-1077,the decoration of the dining room was elegant and refined creating a sophisticated atmosphere,RESTAURANT,"['ATMOSPHERE', 'DECORATION']","['RESTAURANT', 'RESTAURANT']","['POSITIVE', 'POSITIVE']","['RESTAURANT-ATMOSPHERE', 'RESTAURANT-DECORATION']","RESTAURANT-ATMOSPHERE-POSITIVE, RESTAURANT-DECORATION-POSITIVE"
GPT-1078,the decoration of the restaurant was a little over the top with too many trinket and knick knack cluttering the space,RESTAURANT,['DECORATION'],['RESTAURANT'],['NEGATIVE'],['RESTAURANT-DECORATION'],RESTAURANT-DECORATION-NEGATIVE
GPT-1079,the decoration of the restaurant was perfect for a romantic dinner with dim lighting and soft music,RESTAURANT,"['DECORATION', 'FEATURES']","['RESTAURANT', 'RESTAURANT']","['POSITIVE', 'POSITIVE']","['RESTAURANT-DECORATION', 'RESTAURANT-FEATURES']","RESTAURANT-DECORATION-POSITIVE, RESTAURANT-FEATURES-POSITIVE"
GPT-108,the restaurant had a modern and stylish dcor,RESTAURANT,['DECORATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-DECORATION'],RESTAURANT-DECORATION-POSITIVE
GPT-1080,the decoration of the restaurant was simple but tasteful with beautiful wall art and comfortable seating,RESTAURANT,"['DECORATION', 'SEATING_PLAN']","['RESTAURANT', 'RESTAURANT']","['POSITIVE', 'POSITIVE']","['RESTAURANT-DECORATION', 'RESTAURANT-SEATING_PLAN']","RESTAURANT-DECORATION-POSITIVE, RESTAURANT-SEATING_PLAN-POSITIVE"
GPT-1081,the decoration of the restaurant was a bit outdated but it added to the nostalgic charm of the place,RESTAURANT,['DECORATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-DECORATION'],RESTAURANT-DECORATION-POSITIVE
GPT-1082,the restaurant s decoration was a little lackluster with plain wall and generic furniture,RESTAURANT,['DECORATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-DECORATION'],RESTAURANT-DECORATION-POSITIVE
GPT-1083,the decoration of the restaurant was rustic and charming with wooden accent and cozy lighting,RESTAURANT,['DECORATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-DECORATION'],RESTAURANT-DECORATION-POSITIVE
GPT-1084,the decoration of the restaurant was extravagant and luxurious with crystal chandelier and plush seating,RESTAURANT,"['DECORATION', 'SEATING_PLAN']","['RESTAURANT', 'RESTAURANT']","['POSITIVE', 'POSITIVE']","['RESTAURANT-DECORATION', 'RESTAURANT-SEATING_PLAN']","RESTAURANT-DECORATION-POSITIVE, RESTAURANT-SEATING_PLAN-POSITIVE"
